created,modified,uuid,title,plot,creation_date,certificate,file_path,rating,type,is_removed
"2020-01-01 13:30:00+00","2020-04-24 11:42:10+00","af642b9e-7e13-4b6e-8fb0-cd1f8a543beb","A Beautiful Star","It portrays a family on Earth who come to believe that they are actually from other planets all of a sudden. They try so hard to save the endangered planet Earth but things get crazy on the way.","1999-04-22",,,"5.7","film","false"
"2020-01-01 13:30:00+00","2020-06-13 21:28:57+00","04f382a3-c498-430a-9119-ef963fe04f6e","Star Trek: The Experience - Borg Invasion 4D","A combination of an interactive 3D movie and a stage performance, Borg Invasion 4D was a Star Trek: Voyager-based attraction, part of the Star Trek: The Experience series of attractions at the Las Vegas Hilton in Paradise, Nevada. Borg Invasion 4D ran from 2004 to 2008. The audience enters a small theater where physically present actors portraying the Star Fleet crew greet them. The story is told through prerecorded 3D film sequences and actors' interaction with them and the audience. The story takes place some time after the end of the ST: Voyager series. The audience takes the roll of guests on a secret space station where Doctor from Voyager works with researches on creating a new DNA strain that will be resistant to the Borg's assimilation techniques. The guests are there to have themselves tested and help the research in case their DNA contains the resistant strain. Then the Borg attack. Actors lead the audience through a couple of hallways as other actors dressed as the Borg assimilate the researchers. Finally, the audience and the 'surviving' actors reach another small theater that represents an escape shuttle and there a new series of prerecorded 3D film sequences starts. The shuttle launches but the Borg cube with the Queen inside captures it. As the Queen taunts the audience, the Borg are tearing the shuttle apart. Just as they are about to reach the audience, a familiar, charmingly raspy, friendly female voice is heard as well as the sound of proton torpedoes. She disagrees that resistance is futile and is there to prove it.","1980-03-22",,,"8","film","false"
"2020-01-01 13:30:00+00","2020-08-21 18:56:39+00","6b7baa8a-c2bc-4c6c-ad85-8398ce2f94fd","Star Trek: Elite Force II","After the long return journey of the USS Voyager to the Federation, the elite Hazard Team finds themselves declared redundant and disbanded. You play Lt. Munro, the leader of the team who is relegated to being an instructor at Starfleet Academy. After years at the unexciting post, your fortunes change dramatically when Capt. Picard himself has the team reassembled and assigned to the Enterprise. The good captain's wisdom could not have been better placed as the Enterprise is sent to investigate the loss of contact with the USS Dallas. Leading your Hazard Team, you find yourself at the front line when you discover a formidable new enemy who represents a terrible threat to the galaxy and it will require all your courage and cunning to stop it.","1983-12-03",,,"8.5","film","false"
"2020-01-01 13:30:00+00","2020-04-12 10:54:40+00","20a5c23b-5fe0-45f6-9f1a-6d0ca37ed1ad","Star Trek: Bridge Commander","Space combat simulation about the new Captain of U.S.S. Dauntless, who must investigate why a star suddenly went supernova. The player must work with Captain Picard, Commander Data, and other allies to stop a new Cardassian threat.","1986-10-03",,,"8.3","film","false"
"2020-01-01 13:30:00+00","2020-11-26 11:50:31+00","b69d62d9-44e2-4c37-b228-edc709737b8f","Star Cops","The adventures of the International Space Police Force, led by Nathan Spring, in 2027. The Star Cops are made up of officers from all over the world: the British Colin Devis, the Australian...","2009-10-28",,,"7.4","film","false"
"2020-01-01 13:30:00+00","2020-04-17 19:01:46+00","e4cce5d9-ec36-4551-b92e-566da2588049","Fluffy Cumsalot, Porn Star","Fluffy Cumsalot, Porn Star is an extraordinary documentary about porn stars and their stage names. Featuring Ron Jeremy, Marilyn Chambers, Jenna Jameson, Seymore Butts and over 70 more of the world's top porn stars, this film is a fascinating and revealing documentary about adult performers and the origin of their on-screen names. At 57 minutes, the film takes a very significant look at an under appreciated aspect of the porn industry - names. How did Ron Jeremy become known as 'The Hedgehog'? Fluffy Cumsalot, Porn Star examines this and goes further by asking legitimate porn stars how they came up with their current stage names and what their names would be if they had used the formula - your first pet and the name of the street that you grew up on. What results are some truly amazing and interesting stories intertwined with footage from movies , interviews and public appearances.","2011-09-24",,,"4.6","film","false"
"2020-01-01 13:30:00+00","2020-05-13 02:25:17+00","6b170f26-3241-41c5-b350-f21d048c1a4e","Hyper Sapien: People from Another Star","Three aliens from the planet Taros land on Earth and are befriended by a Wyoming rancher's son.","2008-06-07",,,"5","film","false"
"2020-01-01 13:30:00+00","2020-09-04 12:00:42+00","e75a6770-732d-4cdd-8cfa-0cd0ede9a1e0","Captain Star","Captain Star, and his crew, Navigator Black, Atomic Engine Stoker 'Limbs' Jones, and first officer Scarlette are on an uncharted planet at the ragged edge of the universe, awaiting further orders from mission control.","2012-10-28",,,"7.6","film","false"
"2020-01-01 13:30:00+00","2020-08-23 01:57:45+00","ad476a3f-b36f-4c55-84f1-487526f6b71e","Star Reformer",,"2005-01-30",,,"6.4","film","false"
"2020-01-01 13:30:00+00","2020-02-20 22:48:07+00","2c8d9b97-cbe5-4af2-bdb7-f44780f97e6c","A Star for Two","Teenage lovers in the 1940s are separated by World War II and then later reunited in the 1980s, but encounter new complications when they try to rekindle their relationship..","2016-04-08",,,"7.2","film","false"
"2020-01-01 13:30:00+00","2020-07-09 13:55:51+00","7e0413bf-9b85-4d02-9ec0-34f7010307cf","Lego Star Wars: The Yoda Chronicles - Attack of the Jedi","The tide of the war has turned. Darth Sidious' plot to create an army of Sith Clones has failed.","2003-09-18",,,"7.4","film","false"
"2020-01-01 13:30:00+00","2020-12-15 20:23:47+00","b91f5c05-fee9-4d12-9e16-70f153998dfc","Star Wars: Episode I - Jedi Power Battles","A long time ago, in a galaxy far, far away... the small, peaceful planet of Naboo is under seige from the greedy Trade Federation. Only the Jedi Knights can stand against this threat and a much greater menace, the return of the Sith.","1986-06-08",,,"7.1","film","false"
"2020-01-01 13:30:00+00","2020-09-28 14:33:25+00","256c154b-125b-4f5b-b1c0-654d555dff79","Star Garden","An experimental film by Stan Brakhage combining family footage with various narratives about the stars.","2002-12-08",,,"6","film","false"
"2020-01-01 13:30:00+00","2020-02-23 17:15:33+00","2e0e4934-1549-4e17-8c28-0a901f837c5b","The Force Is with Them: The Legacy of 'Star Wars'","The Force Is with Them: The Legacy of Star Wars is a Video Documentary included in the 2004 DVD of the Star Wars Original Trilogy. It explained the impact of 'Star Wars' on various directors and actors.","2016-11-10",,,"7","film","false"
"2020-01-01 13:30:00+00","2020-08-02 17:35:15+00","d5445c64-aa91-4026-9fbc-b61cc0ca1029","50 Years of Star Trek","The cast , crew , creators & critics discuss the impact of Star Trek from its creation by Gene Roddenberry to the present into today and the future. Showing clips from the original unaired pilot featuring Jeffery Hunter from 1965 to 9/8/1966 the 1st show aired. 50 years of dialog, the movies and what we can expect next.","2017-11-21",,,"7","film","false"
"2020-01-01 13:30:00+00","2020-04-12 08:08:21+00","546c15df-79df-4cba-bc01-2a278f239179","White Star","A rock music reporter and his view of the angry excited punk generation.","1987-08-31",,,"6","film","false"
"2020-01-01 13:30:00+00","2020-03-30 01:07:24+00","10725efb-b4f2-43bd-92db-d17180978c2f","Jenna's American Sex Star",,"2002-07-15",,,"5.6","film","false"
"2020-01-01 13:30:00+00","2020-07-17 10:40:09+00","11076a58-725b-4c17-a6e6-838a255b880c","Legends of the Dark King: A Fist of the North Star Story","Focuses on the formation of an empire, specifically a hegemony, by an inheritor of the fist of the north star, Raoh. Accompanied by his two loyal comrades Souga and Reina, as well as a mysterious woman named Sakuya, Raoh will begin this journey of conquest while at the same time trying to prove his own way of thinking.","2013-06-21",,,"6.7","film","false"
"2020-01-01 13:30:00+00","2020-01-05 20:33:59+00","3f67e894-dcb7-4728-a277-4c3807af5fe7","Star Wars Galaxies: An Empire Divided","Be an alien or a human, a Rebel, an Imperial, a smuggler or a simple bartender; be what you want during the Galactic Civil War in a virtual online galaxy.","1988-03-18",,,"6.9","film","false"
"2020-01-01 13:30:00+00","2020-06-08 07:56:01+00","d9823533-fd6a-46db-b999-510b584d1201","Kinect Star Wars",,"2003-09-02",,,"6.1","film","false"
"2020-01-01 13:30:00+00","2020-11-11 15:57:00+00","af6a4f0e-6e17-4902-a66a-9d0f6621ff50","Christmas Star",,"1987-09-08",,,"6.2","film","false"
"2020-01-01 13:30:00+00","2020-06-29 05:50:53+00","2d067f1a-d230-4d0f-b0c2-c86c8815220a","The Belle Star Story","Abused and dominated by men in her youth, Belle Starr now out-rides, out-smokes, out-shoots, and out-gambles them as she makes her way around the Old West, usually wearing male garb. One man who's her equal is Larry Blackie with whom she has an on-again, off-again relationship which is often argumentative and sometimes violent. Together they become involved in a robbery which goes awry. Belle has to rescue Larry and though he's grateful, he now wants to go his own way. However, he expresses the hope that someday they'll once more cross paths and then ... who knows?","2013-09-24",,,"5.3","film","false"
"2020-01-01 13:30:00+00","2020-01-21 15:12:44+00","edd13972-0c3e-444e-9049-1e3f32f07623","Star Wars: Hoshino","The tale of blind Jedi Master Ko Hoshino and her path to becoming one with the force.","1986-09-30",,,"7.4","film","false"
"2020-01-01 13:30:00+00","2020-07-18 01:49:36+00","902be196-b631-477b-bc71-c863def4fd1f","Star Wars: The Empire Strikes Back","A Star Wars game for the Atari 2600.","1990-09-26",,,"7.9","film","false"
"2020-01-01 13:30:00+00","2020-02-17 15:30:25+00","53682254-1870-4bbe-897d-c3d6ab3f5608","Yogi Bear's All-Star Comedy Christmas Caper","Dear Jellystone Visitors, Happy holidays from the Big City! Boo Boo and I left Jellystone Park to spend the most wonderful time of the year metropolitan-style, with friends Snagglepuss, Quick Draw McGraw and the gang! Luckily, I outwitted Ranger Smith with my department store Santa disguise. Our adventure led me to Judy, a girl who wants to spend more time with her workaholic dad. Who knew my love of pic-a-nic baskets would reunite them at a big city Christmas picnic in the park? Join the merrymaking, but get here before the basket is empty! The Flintstones, Huckleberry Hound, Auggie Doggie, and more friends also join us, making this Christmas caper full of our favorites. -- Yours Truly, Yogi Bear","2008-03-08",,,"6.9","film","false"
"2020-01-01 13:30:00+00","2020-10-21 08:52:11+00","b5c5ceb5-27bf-4d75-bb1d-5fe6cf667fde","Britney Spears: 'Star Baby' Scrapbook",,"2011-03-22",,,"2.6","film","false"
"2020-01-01 13:30:00+00","2020-12-17 00:55:05+00","cc9d1b23-4ed3-454c-bf19-c68d47813fd3","Star Maidens","TV series of British/German origin, and set in the 'present' Earth of the 1970s. A planet from another solar system drifts into Earth's system and is detected by some Earth scientists who investigate. The surface of this planet is no longer habitable and the residents have moved to a high-tech underground city. The society is ruled by the women, who of course, are all beautiful. Men are considered mentally inferior and are divided into two categories: the 'adequately intelligent' who are selected by women to act as their personal 'domestics' for household chores, and the remainder who are forced to perform menial labor under the supervision of female guards. The guards are attired nicely in visored helmets, boots, hot pants, and elbow-length gloves which are used to control the men through some sort of apparent force. Scientists from Earth (one men and one woman) find their way to the planet, and are forced to take their stated places in society. The man is chosen as a domestic, sometimes is forced to work on a city maintenance crew, and the woman is assigned a white-collar job. The aliens also visit Earth clandestinely in their tear-drop shaped ship. Some episodes bluntly address the issue of unfair discrimination based on sex.","2005-08-14",,,"6.5","film","false"
"2020-01-01 13:30:00+00","2020-01-18 15:53:31+00","7f65ecc9-d83a-4a5a-bf01-8fac56ec9784","The Broken Star","A deputy marshal is ordered to investigate the killing of a Mexican ranch hand by a fellow deputy, who claims self-defense. Using turn of the century forensic science and dogged determination, the deputy breaks down his partner's alibi and discovers that the lawman had killed the rancher for eight thousand dollars in gold that had been hidden in the Mexican's home. Now he must arrest his friend before the Mexican's gunslinging friends can kill him before he's tried for the crime.","1999-10-06",,,"5.9","film","false"
"2020-01-01 13:30:00+00","2020-10-28 06:53:29+00","19aeb2f5-c66d-426d-8133-1fb1ca0bdb83","Star Trek: Starfleet Academy","In this FMV space combat simulator with elements of an adventure game, you play David Forester, a young human cadet at Starfleet Academy who is going through the extensive command training system that uses several simulator scenarios of missions with a variety of ship classes. In addition, you interact with your various classmates with the mundane situations on campus. You also have some meetings with Captain Hikaru Sulu and Pavel Chekov while Captain James T. Kirk assigns the missions. Through various dialogue options and other choices, you shape your story and must prove to yourself, your crew that's prone to infighting and Kirk that you are worthy of the captain's chair. The true test though arrives when your Vulcan member of the bridge crew gets hurt in an explosion. The first signs of a conspiracy that wants to push the Klingons and the Federation into another bloody conflict emerge here. You must also solve the mystery of a living spaceship created by an unknown alien race that uses unique form of communication and either wants to make first contact, or attack.","1996-09-05",,,"8.1","film","false"
"2020-01-01 13:30:00+00","2020-03-29 02:58:53+00","72890dbd-0e7b-46f1-986e-98b8b82fca61","Be My Star","A girl's everyday life at the end of her school days, trying to find a way into society and her own life.","1994-04-01",,,"6.8","film","false"
"2020-01-01 13:30:00+00","2020-11-24 12:07:55+00","5711e113-c85b-4f4e-b846-00e95c57f534","Second Star to the Left","Seasonal animation in which a hamster, a rabbit and a guinea pig embark on a journey to deliver a Christmas present lost by Santa Claus.","2000-07-13",,,"7.3","film","false"
"2020-01-01 13:30:00+00","2020-03-20 14:39:53+00","b582e30a-09df-4e38-a83f-a8ce9aafea80","Amy Winehouse: Fallen Star","A biography on the life of Amy Winehouse.","1996-04-01",,,"1.8","film","false"
"2020-01-01 13:30:00+00","2020-01-20 22:53:37+00","73e9e2c2-7388-46c8-936d-ea8438da3e19","Exile: A Star Wars Story","Set 4 years before the battle of Yavin after the tragedy of Order 66, Jedi Master Boemana and Padawan Makal, flee to the outer rim close to the planet of Lothal in an attempt to hide from the newly formed Galactic Empire, pioneered by Lord Sidious and apprentice Darth Vader who have wreaked havoc on the galaxy.","1987-05-06",,,"5.8","film","false"
"2020-01-01 13:30:00+00","2020-08-06 18:03:57+00","f791aa37-6974-4624-855a-ef8c8dfaf89a","Star Wars: X-Wing vs. TIE Fighter",,"1992-10-08",,,"8.2","film","false"
"2020-01-01 13:30:00+00","2020-11-03 01:52:55+00","e55787f3-6f93-4e48-ba62-c919f94d4531","Star Wars: Rogue Squadron III - Rebel Strike",,"1996-04-10",,,"8","film","false"
"2020-01-01 13:30:00+00","2020-05-05 19:25:17+00","17dd70dd-fe2d-4059-9919-afaa8e498e20","Star Trek: Beyond the Final Frontier","Forty years after the start of the Star Trek phenomenon, Paramount commissions Christie's auction house in New York to sell over a thousand original artifacts (spaceship models, costumes, and props) used in the production of the five television series and ten feature films.","1982-08-21",,,"7.3","film","false"
"2020-01-01 13:30:00+00","2020-07-13 22:04:49+00","b1733c45-669a-408a-b8b6-5c8f92e8a9ae","Pup Star: Better 2Gether","The action-packed new season of the franchise continues with the story of Tiny, an adorable Yorkie pup who, after winning the 'Pup Star' TV singing competition, is suddenly launched into an adventure when she's replaced by a street Yorkie, Scrappy, and the two swap lives in a dog-filled, fish-out-of-water tale that ultimately demonstrates life truly is 'better together.'","1989-06-10",,,"4.5","film","false"
"2020-01-01 13:30:00+00","2020-02-21 02:52:15+00","1a1d3ec3-2868-440c-a79c-6012e3ad5e08","Star Spangled Banners","In their late teens and early 20's, the Banner siblings - Mitchell, Desiree and Danny - made it big as a rock group, but at the height of their fame, Desiree decided to leave the group, and everything fell apart. Now, fifteen years later, their mother has a plan to bring the group back together and heal her family. But will the siblings be able to put aside their differences and reunite, or will they remain estranged forever?","2003-08-27",,,"5.7","film","false"
"2020-01-01 13:30:00+00","2020-06-25 03:33:37+00","637aa899-887c-4640-91c0-fbf8862a5926","Puppy Star Christmas","A song-filled new Air Bud 'Pup Star' movie that introduces four new pups to the family, who stow away on Santa's sleigh and find themselves trapped at the North Pole, trying to save the world's Christmas spirit.","2011-07-14",,,"3.4","film","false"
"2020-01-01 13:30:00+00","2020-11-02 12:16:49+00","7cdbc513-9d32-4ec6-9811-76abc07e24a4","Anything for a Pop Star","The pop band Slavabody Disco Disco Boys announces that it will play in Brazil. Fans of the group, teenagers and best friends Gabi, Manu and Ritinha go out of their way to let their parents let them watch the show in another city.","1993-07-25",,,"4.7","film","false"
"2020-01-01 13:30:00+00","2020-03-06 09:10:17+00","cd1212ea-deb1-466e-a76d-215f5624d8c1","All About Ann: Governor Richards of the Lone Star State","The life story of Ann Richards, the hilarious straight-talking Governor of Texas who fought special interests for the people and ultimately lost re-election to the first ever pairing of George W Bush and Karl Rove. Celebrities, family members, and personal friends tell the behind-the-scenes battle stories of how a housewife rose to the most powerful position in a good-old-boy state.","1988-02-04",,,"7.8","film","false"
"2020-01-01 13:30:00+00","2020-02-19 02:36:20+00","1b43bb43-e76f-41ce-84dd-ddd44a7bcae9","Nashville Star","In a twist on American Idol (2002), amateur singers compete for several weeks to see which one will be selected by viewers' votes as the next country music superstar.","1996-08-31",,,"4","film","false"
"2020-01-01 13:30:00+00","2020-11-18 20:16:34+00","8272e9a7-8f2f-4ec3-98ab-ee03c12a137f","Star Without Light",,"1987-10-12",,,"6.3","film","false"
"2020-01-01 13:30:00+00","2020-09-01 15:25:59+00","1b36822f-fde7-4900-9d8b-89a4b75ddb10","Star Falls","Star Falls follows teen Sophia who persuades a Hollywood star, Craig Brooks, and his family to live in her house while he shoots a movie in town, hoping that he'll fall in love with her mom.","1982-11-20",,,"4.6","film","false"
"2020-01-01 13:30:00+00","2020-11-27 00:48:02+00","ca96b0c1-52c5-40bb-b956-23e87f4eff9e","The Universe's Star","This is the love story between gifted singer-songwriter Woo-Joo and the angel of death Byul.","1988-09-19",,,"7.3","film","false"
"2020-01-01 13:30:00+00","2020-08-20 05:16:44+00","f9644da7-04a0-4c6e-88f9-db8c9ebfc9af","Lucky Star","An ambitious couples got in to trouble when a surrogate plan went wrong but luck comes when the baby comes to their life.","1988-02-10",,,"5.4","film","false"
"2020-01-01 13:30:00+00","2020-04-22 07:17:27+00","9357b8de-ac63-4337-a5b1-ad0f31ce4af0","Star Wars Uncut: Director's Cut","In 2009, Casey Pugh asked thousands of Internet users to remake 'Star Wars: A New Hope' into a fan film, 15 seconds at a time. Contributors were allowed to recreate scenes from Star Wars however they wanted. Within just a few months SWU grew into a wild success. The creativity that poured into the project was unimaginable.","2002-10-04",,,"6.7","film","false"
"2020-01-01 13:30:00+00","2020-01-06 19:26:26+00","f03ab6ad-1648-4c4e-a126-412cfdec2dae","Star Trek: Borg","You play a Starfleet officer whose father was killed at Wolf 359 and are upset when Starfleet won't allow you to participate in repelling the current Borg attack. Q steps in and makes you a deal-with-the-devil offer: he will take you back to the Battle of Wolf 359 to prevent your father's death.","1985-07-24",,,"7.3","film","false"
"2020-01-01 13:30:00+00","2020-01-13 12:45:37+00","f166ed96-b56a-48fc-aee4-92d1ee195699","Star Wars: Jedi Starfighter",,"2012-08-15",,,"7.2","film","false"
"2020-01-01 13:30:00+00","2020-11-07 18:31:09+00","1d11e7a0-e462-4179-a511-0a728bf99468","Ultimate Trek: Star Trek's Greatest Moments","'The Trouble with Tribbles' . . . 'The Best of Both Worlds' . . . 'Trials and Tribble-ations' or 'Scorpion.' Which one is the greatest Star Trek episode of all time? Tonight, you decide! Take a hilarious journey through Federation space with Captains Kirk, Picard, Sisko, Janeway and the bravest crews in the galaxy. From dangerous villains to outrageous one-liners, this all-encompassing retrospective captures the greatest moments in Star Trek history. Challenging trivia questions and never-before-seen outtakes make Ultimate Trek the ultimate ride. Get ready to experience entertainment at warp speed!","2013-03-29",,,"6.1","film","false"
"2020-01-01 13:30:00+00","2020-06-11 08:39:43+00","1b3b987f-841d-46b5-987a-bb02ee768d45","Star Warp'd",,"1993-10-27",,,"4.7","film","false"
"2020-01-01 13:30:00+00","2020-05-30 20:43:36+00","fb44e2e3-02d6-4ee0-832f-de363ac4a5ab","Star Trek: Armada","A mysterious craft from the distant future warns the 24th Century about a Borg invasion of the alpha quadrant. The Federation, Romulans, Klingons, and other races of the Alpha Quadrant team up to battle the Borg to change history, but in the process they battle each other.","1995-05-14",,,"8","film","false"
"2020-01-01 13:30:00+00","2020-11-26 21:13:05+00","8c9770b9-f694-4629-b000-293447f5fb69","Star Trek Online",,"2005-11-16",,,"7.9","film","false"
"2020-01-01 13:30:00+00","2020-10-24 07:15:47+00","93f6bd69-727f-4690-86c4-d31cdacd4fa2","Star Driver","On a cross-shaped island in the South, a mysterious and gigantic humanoid robot known as the 'Cybuddy' is discovered sealed in the underground ruins for untold ages. A group known as the 'Order of the Glittering Star Cross' attempts to remove the seal by abducting a girl named Wako Agemaki, who they dubbed the 'shrine maiden' and is the key to activating the robot. A boy named Takuto Tsunashi arrives with his own Cybuddy named Tauburn to rescue Wako. Thus begins a struggle to unlock the secrets of the advanced technology and prevent disaster.","2013-09-25",,,"6","film","false"
"2020-01-01 13:30:00+00","2020-06-06 07:44:36+00","9099ece2-5bdb-4a19-9c00-17b08cbc716a","Meet Your Star",,"2008-11-08",,,"3.3","film","false"
"2020-01-01 13:30:00+00","2020-04-02 17:28:39+00","dadca504-50b5-4b07-82e7-c3edc57638a9","Lone Star Law","'Lone Star Law' features the men and women of the Texas Game Wardens who protect more than a quarter-million square miles of deserts, lakes, piney woods, bayous, plains and coast in the second-largest state in the U.S. Whether rushing to investigate poaching cases, save flash-flood victims, disrupt illegal smuggling rings, or rescue injured wildlife, the officers are always on the go, defending both animals and citizens. Animal Planet expands its family of wildlife law enforcement series, adding to Maine's 'North Woods Law' an offering that follows an elite patrol force in Texas.","1991-11-05",,,"8","film","false"
"2020-01-01 13:30:00+00","2020-01-23 01:47:03+00","cf727075-08e4-4586-9681-7407cccab0b0","9 Muses of Star Empire","'9 Muses of Star Empire', a year-long chronicle that follows a journey of an all girl pop group '9 Muses', portrays the every-day life of nine girls, relentlessly pursuing their dreams in a world of jealousy, betrayal, and scandal. '9 Muses' is an emerging girl group, aspiring to perform on a national stage and gain world-wide fame just like millions of others. For that, the girls have decided to set everything aside and live as one of the Muses for 'Star Empire'; the entertainment company which created and coordinated every move. What's the price they must pay for their dreams?","1989-07-30",,,"6.1","film","false"
"2020-01-01 13:30:00+00","2020-02-04 23:02:39+00","5c6f4b13-cd79-4695-bc40-299594b3d689","Star Wars","Luke Skywalker, a young farmer from the desert planet of Tattooine, must save Princess Leia from the evil Darth Vader.","2005-03-21",,,"6.6","film","false"
"2020-01-01 13:30:00+00","2020-05-08 21:37:32+00","b30daa23-366b-4210-be0f-bae31c0191dd","Star Wars Tech",,"1983-09-02",,,"7.2","film","false"
"2020-01-01 13:30:00+00","2020-12-29 22:16:59+00","8efe0966-a045-4424-a48f-f5f4a5a5c89f","Paper Star","Anna Kelanen is an ex-model, who just has been released from prison. She thinks back on her life, when she was a rather successful model, and on the things that went wrong.","2014-09-10",,,"5.8","film","false"
"2020-01-01 13:30:00+00","2020-10-11 01:11:12+00","2ea7acd9-5a52-43fc-8a02-629b4375a75f","Lunar: The Silver Star","From the village of Burg, a teenager named Alex sets out to become the fabled guardian of the goddess Althena...the Dragonmaster. Along with his girlfriend Luna, and several friends they meet along the journey, they soon discover that the happy world of Lunar is on the verge of Armageddon. As Dragonmaster, Alex could save it. As a ruthless and powerful sorceror is about to play his hand, will Alex and company succeed in their quest before all is lost? And is his girlfriend Luna involved in these world shattering events? Play along and find out.","1992-08-25",,,"9.2","film","false"
"2020-01-01 13:30:00+00","2020-12-12 05:13:38+00","e06597d3-ac42-4d4b-bc7c-c9a836a5faf1","Lego Star Wars: All-Stars","New faces team-up with iconic heroes Young Han Solo, Chewbacca, Young Lando Calrissian, BB-8, and General Leia for adventures that span all eras of the Star Wars universe.","2009-06-20",,,"6.5","film","false"
"2020-01-01 13:30:00+00","2020-12-09 03:35:13+00","6d347e57-786e-4c85-bb1d-7bddf42f528c","The Characters of 'Star Wars'","The Characters of Star Wars is a Video Documentary included in the 2004 DVD release of the Star Wars Original Trilogy. It explained the Mythos of many of the 'Star Wars' Characters.","2020-04-26",,,"6.7","film","false"
"2020-01-01 13:30:00+00","2020-12-07 19:14:02+00","71216dab-f051-4d39-a0c6-c12fe9ca15ff","I Know My Kid's a Star","A reality series in which a group of kids (and their parents) compete in order to be deemed the next child star.","2019-11-29",,,"4","film","false"
"2020-01-01 13:30:00+00","2020-01-10 20:52:44+00","40c130d0-3db1-481f-b63b-ddca3607bd9f","Star Troopers","In the closing stages of the 21st Century, an enigmatic warrior, called the Baron, leads the crusade that the religious organization Exorcio Deus Machine is conducting against the forces of Evil. During an extermination mission, the Baron is taken prisoner by the evil sorceress Lady Pervertvm and is tortured until she gets his seed. Lady Pervertvm uses the Baron's seminal fluid to fertilize the Beast-Ragnarok in order to have it engender the most powerful and ultimate race of demons. The Baron manages to escape but, blinded by his guilt, he begins a bloody Via Crucis which will start to reveal his true nature.","2013-07-03",,,"4.7","film","false"
"2020-01-01 13:30:00+00","2020-11-26 11:11:05+00","c36b7855-6f16-4ab1-abbb-587b20c5e1d8","Hebe: The Brazilian Star","A recollection of Hebe Camargo's life during the '80s, a time when she struggled between a personal and professional crisis and decided to take control of her own career.","2004-02-11",,,"7.1","film","false"
"2020-01-01 13:30:00+00","2020-06-02 19:57:48+00","f7bccc1c-74cf-4351-a970-6413cecde8fd","A Star and Two Coffees","Carlos, a young architect in crisis with his partner, arrives in a small town in the north of Argentina to build a complex of cabins. There he meets Estela, a thirteen-year-old girl, but he...","2016-04-29",,,"6.7","film","false"
"2020-01-01 13:30:00+00","2020-09-12 15:36:29+00","f42e2692-5672-4dec-82a8-726871a13e7e","When Star Wars Ruled the World","The Star Wars cast talks about the phenomenon of Star Wars.","2007-06-10",,,"8.1","film","false"
"2020-01-01 13:30:00+00","2020-10-05 07:35:49+00","24e00283-4683-43ca-9d41-bc0f331f0038","Star Night at the Cocoanut Grove","Hollywood's famous Cocoanut Grove nightclub stages a Star Night-only musical revue in which many Hollywood actors attend. Staged is the operative word. Entertainers include Ted Fio Rito and his orchestra, Eduardo Durant's Tango Band, and the Fancho & Marco Sunkist Beauties. Leo Carrillo acted as the Master of Ceremonies, and introduces a galaxy of stars from their tables. Those higher on the 1935 pecking order, Mary Pickford, Jack Oakie, Arline Judge, Bing Crosby and Gary Cooper, come to the microphone and do a bit...mostly chit-chatting bits.","2018-10-29",,,"5.7","film","false"
"2020-01-01 13:30:00+00","2020-03-12 23:00:52+00","20ffc230-49b6-4aae-bede-6390257f7a1d","My Lucky Star","The son (Romero) of a department store owner enrolls the store's sports clerk (Henie) at a university to use her as an advertisement for their fashion department. She falls for a teacher (Greene) and gets expelled.","2013-04-09",,,"6","film","false"
"2020-01-01 13:30:00+00","2020-08-14 11:00:35+00","8e545a3f-2145-4733-becf-8404238fbc02","Four Star Playhouse","This show featured four rotating stars, Charles Boyer, David Niven, Ida Lupino, and Dick Powell in individual episodes consisting of everything from comedy to drama.","1997-08-16",,,"7.8","film","false"
"2020-01-01 13:30:00+00","2020-01-03 16:49:20+00","5cc430e6-fe6a-483a-a86f-edf7e2af9de2","Star Wars: The Clone Wars - Republic Heroes","As separatist activity increases, the republic is becoming more increasingly aware of a separatist supper weapon set on destroying the republic.","2010-02-04",,,"6.9","film","false"
"2020-01-01 13:30:00+00","2020-05-02 13:56:24+00","390aecee-a770-4b84-aecf-775d791dc9c0","Schlag den Star",,"2009-07-12",,,"4.5","film","false"
"2020-01-01 13:30:00+00","2020-07-22 04:44:54+00","c82eed78-3bfa-4cd0-8bdb-44d6624a3f4e","Pup Star: World Tour","PUP STAR is back, with an all-new movie that takes the popular singing dogs on trip around the world, where Tiny and friends find fantastic new songs and meet exciting new canine singers that prove music really is the universal language.","2010-11-05",,,"3.8","film","false"
"2020-01-01 13:30:00+00","2020-04-03 11:04:26+00","31b867ba-8ffb-4fae-87da-7953542ed3ab","The Soldier's Star",,"1984-01-14",,,"6.9","film","false"
"2020-01-01 13:30:00+00","2020-01-27 09:23:46+00","ba913ab4-aff4-4ff3-ba24-fea52570b0bc","A Star Is Born World Premiere","Included on the DVD release of 'A Star is Born' (1954), this is a live television broadcast of the world premiere. Described by various participants as the biggest world premiere in memory,...","1994-09-23",,,"5.8","film","false"
